# Acquisizione Analog Discovery 2
# Timestamp 2025-10-02 12:02:52
# time	ch1	ch2
3.229999999999999907e-04	-9.825867865301683018e-03	-2.630423199003267265e-01
3.239999999999999608e-04	1.280748646045370368e-03	-2.704618931629316214e-01
3.249999999999999851e-04	8.685159653610073638e-03	-2.853010396881414112e-01
3.260000000000000094e-04	1.280748646045370368e-03	-2.815912530568389638e-01
3.269999999999999795e-04	-9.825867865301683018e-03	-2.927206129507463062e-01
3.280000000000000038e-04	-6.123662361519332034e-03	-2.964303995820487536e-01
3.289999999999999739e-04	-1.723027887286638499e-02	-2.890108263194438587e-01
3.299999999999999982e-04	-9.825867865301683018e-03	-2.927206129507463062e-01
3.309999999999999683e-04	-1.352807336908403574e-02	-3.261086926324683888e-01
3.319999999999999926e-04	-2.421456857736981050e-03	-3.409478391576781786e-01
3.329999999999999627e-04	8.685159653610073638e-03	-3.223989060011659413e-01
3.339999999999999870e-04	-1.352807336908403574e-02	-3.557869856828879684e-01
3.350000000000000113e-04	-2.421456857736981050e-03	-3.261086926324683888e-01
3.359999999999999814e-04	1.608957066117477561e-02	-3.520771990515855210e-01
3.370000000000000057e-04	-1.352807336908403574e-02	-3.594967723141904159e-01
3.379999999999999758e-04	-2.421456857736981050e-03	-3.557869856828879684e-01
3.390000000000000001e-04	-2.421456857736981050e-03	-3.557869856828879684e-01
3.399999999999999702e-04	-2.421456857736981050e-03	-3.706261322080977583e-01
3.409999999999999945e-04	8.685159653610073638e-03	-3.557869856828879684e-01
3.419999999999999646e-04	1.238736515739242462e-02	-3.743359188394002057e-01
3.429999999999999889e-04	8.685159653610073638e-03	-3.928848519959124430e-01
3.439999999999999590e-04	8.685159653610073638e-03	-4.040142118898197854e-01
3.449999999999999833e-04	1.608957066117477561e-02	-4.003044252585173379e-01
3.460000000000000076e-04	-6.123662361519332034e-03	-4.003044252585173379e-01
3.469999999999999777e-04	-6.123662361519332034e-03	-3.928848519959124430e-01
3.480000000000000020e-04	8.685159653610073638e-03	-4.040142118898197854e-01
3.489999999999999721e-04	4.982954149827721786e-03	-4.077239985211222328e-01
3.499999999999999964e-04	-2.421456857736981050e-03	-4.188533584150296307e-01
3.509999999999999665e-04	1.608957066117477561e-02	-4.077239985211222328e-01
3.519999999999999908e-04	4.982954149827721786e-03	-4.299827183089369731e-01
3.529999999999999609e-04	8.685159653610073638e-03	-4.336925049402394206e-01
3.539999999999999853e-04	-2.421456857736981050e-03	-4.151435717837271833e-01
3.550000000000000096e-04	-2.421456857736981050e-03	-4.114337851524246803e-01
3.559999999999999797e-04	-2.421456857736981050e-03	-4.374022915715418680e-01
3.570000000000000040e-04	-9.825867865301683018e-03	-4.374022915715418680e-01
3.579999999999999741e-04	-2.421456857736981050e-03	-4.374022915715418680e-01
3.589999999999999984e-04	-2.421456857736981050e-03	-4.448218648341467629e-01
3.599999999999999685e-04	8.685159653610073638e-03	-4.299827183089369731e-01
3.609999999999999928e-04	-2.421456857736981050e-03	-4.374022915715418680e-01
3.619999999999999629e-04	8.685159653610073638e-03	-4.411120782028443155e-01
3.629999999999999872e-04	-2.093248437664873771e-02	-4.262729316776345256e-01
3.639999999999999573e-04	-1.352807336908403574e-02	-4.188533584150296307e-01
3.649999999999999816e-04	-6.123662361519332034e-03	-4.522414380967516578e-01
3.660000000000000059e-04	1.608957066117477561e-02	-4.559512247280541053e-01
3.669999999999999760e-04	-2.421456857736981050e-03	-4.633707979906590002e-01
3.680000000000000003e-04	-1.723027887286638499e-02	-4.559512247280541053e-01
3.689999999999999704e-04	4.982954149827721786e-03	-4.522414380967516578e-01
3.699999999999999947e-04	-6.123662361519332034e-03	-4.596610113593565528e-01
3.709999999999999648e-04	-6.123662361519332034e-03	-4.522414380967516578e-01
3.719999999999999891e-04	2.349398166873947758e-02	-4.707903712532638951e-01
3.729999999999999592e-04	8.685159653610073638e-03	-4.522414380967516578e-01
3.739999999999999835e-04	1.608957066117477561e-02	-4.596610113593565528e-01
3.750000000000000078e-04	1.979177616495712833e-02	-4.596610113593565528e-01
3.759999999999999779e-04	4.982954149827721786e-03	-4.596610113593565528e-01
3.770000000000000022e-04	4.982954149827721786e-03	-4.633707979906590002e-01
3.779999999999999723e-04	1.238736515739242462e-02	-4.707903712532638951e-01
3.789999999999999966e-04	8.685159653610073638e-03	-4.707903712532638951e-01
